id,release_time,position,completion_time,flow_time,individual_lower_bound,request_over_lower_bound,server
49,85,34.700525568845066,87.20052556884505,2.200525568845052,85,1.0258885361040595,S2
50,59,35.5464109540346,88.0464109540346,29.0464109540346,59,1.492312050068383,S2
51,78,11.70957944817319,94.95708721849348,16.957087218493484,78,1.2173985540832497,S1
52,7,21.820777481967944,32.15411081530127,25.154110815301273,21.820777481967944,1.4735547732830554,S3
53,36,12.934022201868423,38.76735553520176,2.7673555352017587,36,1.0768709870889377,S2
54,31,39.78976785462327,60.789767854623264,29.789767854623264,39.78976785462327,1.527773875854869,S3
55,63,8.058130120013862,98.60853654665281,35.608536546652815,63,1.565214865819886,S1
56,57,40.16442563343041,61.1644256334304,4.1644256334303975,57,1.0730600988321122,S3
57,35,88.33838264415125,130.67171597748455,95.67171597748455,88.33838264415125,1.4792178899614044,S3
58,55,86.39844696985152,128.73178030318485,73.73178030318485,86.39844696985152,1.4899779431001279,S3
59,35,70.6396709496502,112.97300428298351,77.97300428298351,70.6396709496502,1.599285539757217,S3
60,45,68.27230593874516,110.60563927207848,65.60563927207848,68.27230593874516,1.6200659660055332,S3
61,48,95.77312039639912,138.10645372973244,90.10645372973244,95.77312039639912,1.4420168535609805,S3
62,19,8.298469466133207,20.79846946613321,1.7984694661332092,19,1.0946562876912216,S2
63,19,23.195686681953575,33.5290200152869,14.529020015286903,23.195686681953575,1.4454851229462735,S3
64,29,1.2063059843798851,52.12702734895345,23.127027348953447,29,1.7974837016880498,S1
65,75,18.23428739811973,88.43237926854694,13.432379268546939,75,1.1790983902472925,S1
66,36,0.40936033850639264,52.92397299482694,16.92397299482694,36,1.470110360967415,S1
67,53,53.45909623001036,74.45909623001035,21.459096230010346,53.45909623001036,1.3928237003791921,S3
68,78,56.6341223706392,92.3658776293608,14.365877629360796,78,1.1841779183251384,S3
69,16,69.0493657135978,111.38269904693111,95.38269904693111,69.0493657135978,1.6130879392712028,S3
70,65,95.02239496826584,137.35572830159916,72.35572830159916,95.02239496826584,1.445509012348838,S3
71,83,67.62000824495014,109.95334157828346,26.953341578283457,83,1.3247390551600418,S3
72,6,45.664372220287476,66.66437222028746,60.66437222028746,45.664372220287476,1.459877120366285,S3
73,99,95.18862208315223,137.52195541648553,38.521955416485525,99,1.3891106607725812,S3
74,87,79.7873121196566,122.12064545298992,35.12064545298992,87,1.4036855799194243,S3
75,50,39.80696305556508,60.80696305556506,10.806963055565063,50,1.2161392611113013,S3
76,50,10.353709371032426,63.68704270436576,13.687042704365759,50,1.2737408540873152,S1
77,81,40.044263051634886,92.54426305163489,11.544263051634886,81,1.1425217660695666,S2
78,24,6.734761584302484,32.43190508236418,8.431905082364182,24,1.351329378431841,S2
79,26,44.06268683247505,65.06268683247504,39.06268683247504,44.06268683247505,1.4765937238426092,S3
80,14,34.00536522323434,55.00536522323433,41.00536522323433,34.00536522323434,1.6175496090732067,S3
81,6,10.23795977252221,15.237959772522206,9.237959772522206,10.23795977252221,1.4883785550144044,S3
82,72,15.126493227942795,91.54017343872387,19.54017343872387,72,1.2713912977600537,S1
83,12,94.89487585694336,137.2282091902767,125.22820919027669,94.89487585694336,1.4461076844354799,S3
84,78,2.5500886666145695,104.1165780000521,26.1165780000521,78,1.334827923077591,S1
85,26,61.406898778847875,82.40689877884786,56.40689877884786,61.406898778847875,1.3419811196723976,S3
86,19,63.44095785339009,84.44095785339007,65.44095785339007,63.44095785339009,1.3310164397033581,S3
87,44,60.227918896200826,81.22791889620082,37.22791889620082,60.227918896200826,1.3486755043984207,S3
88,60,12.284223076219492,65.61755640955283,5.617556409552833,60,1.0936259401592139,S1
89,62,99.31027217047139,141.6436055038047,79.64360550380471,99.31027217047139,1.4262734600169646,S3
90,59,48.03951046156485,69.03951046156484,10.039510461564845,59,1.1701611942638108,S3
91,39,8.588466155616558,44.74486717771678,5.7448671777167775,39,1.1473042866081224,S1
92,13,74.96739204424308,117.3007253775764,104.3007253775764,74.96739204424308,1.564689956245906,S3
93,94,26.47568917171801,133.14235583838467,39.142355838384674,94,1.4164080408338795,S1
94,88,16.14386105264315,90.52280561402353,2.5228056140235253,88,1.0286682456139038,S1
95,2,20.52150067015407,30.854834003487397,28.854834003487397,20.52150067015407,1.5035369244882688,S3
96,67,36.175245900901054,88.67524590090105,21.675245900901047,67,1.3235111328492692,S2
97,88,54.317242588211435,94.68275741178856,6.6827574117885575,88,1.0759404251339608,S3
98,3,75.81429595359373,118.14762928692704,115.14762928692704,75.81429595359373,1.5583819357663855,S3
99,38,97.85012427189727,140.1834576052306,102.18345760523059,97.85012427189727,1.4326344360657242,S3
100,11,69.61967859078018,111.9530119241135,100.9530119241135,69.61967859078018,1.6080656244072287,S3
101,33,51.839685713276104,72.8396857132761,39.8396857132761,51.839685713276104,1.405095048533867,S3
102,21,35.56961698229455,56.569616982294534,35.569616982294534,35.56961698229455,1.5903915133652728,S3
103,28,53.2592397492879,74.2592397492879,46.2592397492879,53.2592397492879,1.3942977800444623,S3
104,99,50.26970232253149,102.76970232253149,3.7697023225314865,99,1.0380778012376919,S2
105,81,22.304167310318512,84.36249935634815,3.3624993563481524,81,1.0415123377326931,S1
106,100,98.49260505908907,140.8259383924224,40.82593839242239,100,1.408259383924224,S3
107,24,80.60785847856675,122.94119181190007,98.94119181190007,80.60785847856675,1.5251762561660107,S3
108,51,73.98730203757141,116.32063537090472,65.32063537090472,73.98730203757141,1.572170253104189,S3
109,29,19.991798339514965,30.325131672848297,1.325131672848297,29,1.0456941956154586,S3
110,63,35.556254335495815,88.05625433549581,25.056254335495808,63,1.3977183227856478,S2
111,3,98.960358670307,141.29369200364033,138.29369200364033,98.960358670307,1.4277807184831417,S3
112,35,47.224006249885534,68.22400624988552,33.22400624988552,47.224006249885534,1.4446890822620728,S3
113,24,69.25219417001233,111.58552750334565,87.58552750334565,69.25219417001233,1.6112923040301956,S3
114,44,44.72276777667234,65.72276777667233,21.722767776672327,44.72276777667234,1.469559489360444,S3
115,92,98.80380582028602,141.13713915361933,49.13713915361933,98.80380582028602,1.42845852932359,S3
116,46,8.053812548862638,61.38714588219597,15.387145882195973,46,1.3345031713520863,S1
117,13,22.684582673072796,33.017916006406125,20.017916006406125,22.684582673072796,1.455522302625354,S3
118,25,33.77374798385304,54.77374798385303,29.773747983853028,33.77374798385304,1.6217847071648641,S3
119,61,62.406639743781824,83.40663974378181,22.40663974378181,62.406639743781824,1.336502655586298,S3
120,78,84.04355272792898,126.3768860612623,48.3768860612623,84.04355272792898,1.5037070894703537,S3
121,61,90.91991979850683,133.25325313184015,72.25325313184015,90.91991979850683,1.4656112040920275,S3
122,44,79.96437448496602,122.29770781829933,78.29770781829933,79.96437448496602,1.529402419589893,S3
123,10,83.4648807798219,125.79821411315521,115.79821411315521,83.4648807798219,1.507199350646741,S3
124,15,90.97771375517229,133.3110470885056,118.3110470885056,90.97771375517229,1.465315422711714,S3
125,100,71.14929836253856,113.48263169587187,13.482631695871873,100,1.1348263169587187,S3
126,25,47.80327445940002,68.80327445940001,43.803274459400015,47.80327445940002,1.439300450387255,S3
127,22,43.39250757480817,64.39250757480816,42.392507574808164,43.39250757480817,1.4839545159679062,S3
128,81,33.25171998646099,85.75171998646098,4.751719986460984,81,1.0586632097093949,S2
129,92,39.583849506944816,92.0838495069448,0.08384950694480153,92,1.0009114076841825,S2
130,51,74.33527108043208,116.6686044137654,65.6686044137654,74.33527108043208,1.5694918807456544,S3
131,10,72.47986656342152,114.81319989675484,104.81319989675484,72.47986656342152,1.5840702437868135,S3
132,21,99.31123564171669,141.64456897505,120.64456897504999,99.31123564171669,1.4262693245108589,S3
133,3,15.115070038148982,20.11507003814898,17.11507003814898,15.115070038148982,1.3307956885003165,S3
134,59,80.65019820321962,122.98353153655293,63.98353153655293,80.65019820321962,1.524900549241841,S3
135,18,61.15733372160083,82.15733372160082,64.15733372160082,61.15733372160083,1.343376643847748,S3
136,76,98.03059434470305,140.36392767803636,64.36392767803636,98.03059434470305,1.4318379748313823,S3
137,84,93.74675106287562,136.08008439620892,52.08008439620892,93.74675106287562,1.4515712049043756,S3
138,19,54.866004398677916,75.8660043986779,56.8660043986779,54.866004398677916,1.3827506710240052,S3
139,16,2.1396674321911724,24.526999234475497,8.526999234475497,16,1.5329374521547185,S1
140,92,64.96746696738306,107.30080030071638,15.300800300716375,92,1.1663130467469172,S3
141,67,74.94962284984052,117.28295618317384,50.28295618317384,74.94962284984052,1.5648238339790843,S3
142,17,43.38094367574856,64.38094367574855,47.380943675748554,43.38094367574856,1.4840835219483646,S3
143,24,82.61552518152212,124.94885851485543,100.94885851485543,82.61552518152212,1.512413777438549,S3
144,27,2.799372562642999,29.466039229309665,2.466039229309665,27,1.0913347862707283,S1
145,27,29.296665267021893,39.62999860035522,12.629998600355222,29.296665267021893,1.3527136361477003,S3
146,30,76.36797844353107,118.70131177686439,88.70131177686439,76.36797844353107,1.55433355964288,S3
147,41,25.936479527021017,51.76981286035435,10.76981286035435,41,1.262678362447667,S2
148,53,83.41949964394693,125.75283297728025,72.75283297728025,83.41949964394693,1.507475272736248,S3
149,7,91.00170563155565,133.33503896488895,126.33503896488895,91.00170563155565,1.46519274599897,S3
150,45,89.77040012043787,132.10373345377118,87.10373345377118,89.77040012043787,1.471573405894794,S3
151,84,58.334877204185,90.665122795815,6.665122795814995,84,1.0793466999501784,S3
152,66,42.062827070906515,94.56282707090651,28.562827070906508,66,1.432770107134947,S2
153,64,13.076325902212382,66.40965923554572,2.4096592355457176,64,1.0376509255554018,S1
154,19,52.35065855871663,73.35065855871662,54.35065855871662,52.35065855871663,1.401141085483124,S3
155,2,87.28055986771352,129.61389320104684,127.61389320104684,87.28055986771352,1.4850259141038473,S3
156,99,18.310788727219872,124.97745539388654,25.977455393886544,99,1.2623985393321873,S1
157,0,77.6038965576667,119.93722989100002,119.93722989100002,77.6038965576667,1.5455052543898466,S3
158,19,17.23467122134489,27.568004554678218,8.568004554678218,19,1.450947608140959,S3
159,60,61.91012391834949,82.91012391834948,22.910123918349484,61.91012391834949,1.3392013885757355,S3
160,15,55.647562490221326,76.64756249022132,61.64756249022132,55.647562490221326,1.3773750198616557,S3
161,41,68.23313647385591,110.56646980718922,69.56646980718922,68.23313647385591,1.6204219169897558,S3
162,67,55.54418748802469,76.54418748802468,9.544187488024676,67,1.1424505595227563,S3
163,100,77.64901005186842,119.98234338520173,19.98234338520173,100,1.1998234338520173,S3
164,71,5.6822570029603785,100.98440966370629,29.984409663706288,71,1.4223156290662857,S1
165,24,27.691707046478154,38.025040379811486,14.025040379811486,27.691707046478154,1.3731562419026648,S3
166,98,9.774527331973603,116.44119399864027,18.441193998640273,98,1.188175448965717,S1
167,57,56.17293866564762,77.1729386656476,20.172938665647607,57,1.3539112046604844,S3
168,97,89.40120779908301,131.73454113241633,34.734541132416325,97,1.3580880529115085,S3
169,8,44.32483935774388,65.32483935774387,57.32483935774387,44.32483935774388,1.4737749827023598,S3
170,78,97.33602516766871,139.66935850100202,61.66935850100202,97.33602516766871,1.4349194787891835,S3
171,77,51.21614724353194,103.71614724353194,26.716147243531935,77,1.3469629512147006,S2
172,88,27.71855402912631,131.44811263754036,43.44811263754036,88,1.4937285526993223,S2
173,65,53.32854375791709,74.32854375791707,9.328543757917075,65,1.1435160578141088,S3
174,61,50.7751859288671,71.77518592886709,10.775185928867089,61,1.1766423922765097,S3
175,31,69.92178821802858,112.2551215513619,81.2551215513619,69.92178821802858,1.605438367813627,S3
176,33,92.27842134201065,134.61175467534395,101.61175467534395,92.27842134201065,1.4587565838001677,S3
177,25,83.99997833932058,126.33331167265389,101.33331167265389,83.99997833932058,1.5039683839241775,S3
178,17,41.66370564820018,62.663705648200164,45.663705648200164,41.66370564820018,1.5040358190248293,S3
179,50,44.21180882750436,65.21180882750436,15.211808827504356,50,1.3042361765500872,S3
180,9,67.11554470705893,109.44887804039224,100.44887804039224,67.11554470705893,1.630753032223858,S3
181,54,7.312076697267433,60.64541003060077,6.645410030600772,54,1.123063148714829,S1
182,85,30.278007525157935,128.88865914150873,43.888659141508725,85,1.5163371663706908,S2
183,15,89.70264328787668,132.03597662121,117.03597662121001,89.70264328787668,1.471929608556526,S3
184,19,93.95046585509171,136.283799188425,117.28379918842501,93.95046585509171,1.4505920534617447,S3
185,82,66.02565151913709,108.3589848524704,26.3589848524704,82,1.3214510347862243,S3
186,18,25.310783745968955,35.64411707930228,17.644117079302283,25.310783745968955,1.4082581336494187,S3
187,17,96.75447826663839,139.0878115999717,122.0878115999717,96.75447826663839,1.4375335807885818,S3
188,28,74.66820921935448,117.0015425526878,89.0015425526878,74.66820921935448,1.566952572934617,S3
189,12,39.82568747172719,60.82568747172718,48.82568747172718,39.82568747172719,1.527297865602651,S3
190,62,16.279517106616083,62.88714956005058,0.887149560050581,62,1.0143088638717837,S2
191,85,83.24446694829476,125.57780028162807,40.57780028162807,85,1.4773858856662125,S3
192,20,70.63235523665085,112.96568856998417,92.96568856998417,70.63235523665085,1.599347610475358,S3
193,65,40.38097511166047,92.88097511166046,27.88097511166046,65,1.4289380786409303,S2
194,53,19.574466613393117,59.592200053273544,6.592200053273544,53,1.1243811330806328,S2
195,40,9.21940261285814,44.113930720475196,4.113930720475196,40,1.1028482680118799,S1
196,46,1.9482928052393156,51.385040528094024,5.385040528094024,46,1.1170660984368266,S1
197,70,45.86707684431828,98.36707684431826,28.367076844318262,70,1.4052439549188322,S2
198,90,1.8081980827037603,104.85846858396292,14.858468583962917,90,1.1650940953773659,S1
199,42,51.74338566059401,72.743385660594,30.743385660594,51.74338566059401,1.405848974354859,S3
200,37,51.22622844634556,72.22622844634554,35.226228446345544,51.22622844634556,1.4099462450567763,S3
201,8,11.284995812984732,16.28499581298473,8.284995812984729,11.284995812984732,1.4430661812250654,S3
202,100,22.855385371816116,129.5220520384828,29.522052038482798,100,1.295220520384828,S1
203,13,8.40612669703682,13.406126697036818,0.40612669703681803,13,1.0312405151566784,S3
204,34,3.958818991406765,49.37451434192657,15.37451434192657,34,1.452191598291958,S1
205,99,18.155139141117104,124.82180580778378,25.821805807783775,99,1.2608263212907451,S1
206,96,12.95555593056773,119.6222225972344,23.622222597234398,96,1.2460648187211916,S1
207,54,84.95878272608951,127.29211605942282,73.29211605942282,84.95878272608951,1.4982808366007039,S3
208,86,81.89789797812817,124.23123131146149,38.231231311461485,86,1.4445492012960637,S3
209,33,40.594782791560846,61.59478279156083,28.59478279156083,40.594782791560846,1.5173078547513654,S3
210,68,91.91715085117713,134.25048418451044,66.25048418451044,91.91715085117713,1.4605596772889005,S3
211,73,49.46120433540452,101.96120433540452,28.961204335404517,73,1.3967288265123907,S2
212,41,8.946220784680769,44.38711254865257,3.387112548652567,41,1.0826125011866479,S1
213,7,79.95875529066143,122.29208862399474,115.29208862399474,79.95875529066143,1.5294396239591979,S3
214,23,42.531704079572265,63.53170407957225,40.53170407957225,42.531704079572265,1.4937493207587271,S3
215,9,26.89234237249919,37.22567570583252,28.225675705832522,26.89234237249919,1.38424816961651,S3
216,2,63.44395062965595,84.44395062965594,82.44395062965594,63.44395062965595,1.3310008250051164,S3
217,33,8.374252623451806,34.20758595678514,1.2075859567851381,33,1.036593513841974,S2
218,28,6.662253487446145,33.328920154112815,5.328920154112815,28,1.1903185769326006,S1
219,15,45.37735209729249,66.37735209729247,51.37735209729247,45.37735209729249,1.4627859279883584,S3
220,43,99.43058904488691,141.76392237822023,98.76392237822023,99.43058904488691,1.4257576440005033,S3
221,53,92.66692840712271,135.00026174045604,82.00026174045604,92.66692840712271,1.4568332420315708,S3
222,34,62.17034543247878,83.17034543247877,49.17034543247877,62.17034543247878,1.3377816200620505,S3
223,5,52.69150265271717,73.69150265271716,68.69150265271716,52.69150265271717,1.3985462350240465,S3
224,30,93.8125916640844,136.1459249974177,106.1459249974177,93.8125916640844,1.451254278156142,S3
225,20,26.18952918826022,36.52286252159355,16.522862521593552,26.18952918826022,1.3945597211409733,S3
226,23,20.17682487685001,30.51015821018334,7.5101582101833415,23,1.3265286178340583,S3
227,39,62.86710970476671,83.8671097047667,44.867109704766705,62.86710970476671,1.3340379428705902,S3
228,67,75.94982549985613,118.28315883318945,51.28315883318945,75.94982549985613,1.5573855246502641,S3
229,37,44.568687304920395,65.56868730492039,28.568687304920388,44.568687304920395,1.4711828252047618,S3
230,86,17.78998842129287,88.8766782453738,2.876678245373796,86,1.03344974703923,S1
231,44,80.36789448422425,122.70122781755757,78.70122781755757,80.36789448422425,1.526744337462307,S3
232,32,3.69493515442767,49.63839817890567,17.638398178905668,32,1.5511999430908021,S1
233,2,73.30803834323136,115.64137167656467,113.64137167656467,73.30803834323136,1.577471915632592,S3
234,70,97.80516266037263,140.13849599370593,70.13849599370593,97.80516266037263,1.4328333206738313,S3
235,65,47.476063851773375,68.47606385177336,3.476063851773361,65,1.053477905411898,S3
236,57,10.628134502709141,63.96146783604247,6.961467836042473,57,1.1221310146674117,S1
237,83,43.21775857844161,95.7177585784416,12.717758578441604,83,1.153226006969176,S2
238,63,54.59062519268238,75.59062519268237,12.590625192682367,63,1.1998511935346408,S3
239,50,97.031239797686,139.3645731310193,89.36457313101931,97.031239797686,1.4362856067963266,S3
240,39,68.77417356906915,111.10750690240246,72.10750690240246,68.77417356906915,1.615541141920352,S3
241,29,34.27046254174745,55.270462541747435,26.270462541747435,34.27046254174745,1.612772587309503,S3
242,90,72.88441705403994,115.21775038737326,25.217750387373258,90,1.2801972265263695,S3
243,17,40.46977087068413,61.469770870684115,44.469770870684115,40.46977087068413,1.518905828923587,S3
244,44,98.1881931829367,140.52152651627,96.52152651627,98.1881931829367,1.4311448450269482,S3
245,16,1.4255129327794935,25.241153733887174,9.241153733887174,16,1.5775721083679484,S1
246,80,74.08891981829275,116.42225315162607,36.422253151626066,80,1.4552781643953259,S3
247,32,43.07407078388819,64.07407078388817,32.074070783888175,43.07407078388819,1.4875322814358891,S3
248,7,8.44848727079307,13.448487270793066,6.448487270793066,8.44848727079307,1.5918219250072494,S3
249,48,87.05378212477483,129.38711545810816,81.38711545810816,87.05378212477483,1.486289421321829,S3
250,85,97.09299823785817,139.4263315711915,54.4263315711915,97.09299823785817,1.4360080963781265,S3
251,76,24.221293399248655,76.72129339924865,0.7212933992486512,76,1.0094907026216928,S2
252,37,4.523749246785746,48.80958408654759,11.809584086547588,37,1.3191779482850698,S1
253,23,15.75329398292057,26.0866273162539,3.0866273162538995,23,1.134201187663213,S3
254,57,0.3622712666117134,106.30439540005496,49.30439540005496,57,1.8649893929834203,S1
255,46,96.17865333626133,138.51198666959465,92.51198666959465,96.17865333626133,1.4401531094984958,S3
256,70,32.3533894452799,84.8533894452799,14.853389445279902,70,1.2121912777897128,S2
257,4,96.5666770058785,138.9000103392118,134.9000103392118,96.5666770058785,1.4383844887896087,S3
258,39,21.78658571584814,47.619919049181476,8.619919049181476,39,1.2210235653636277,S2
259,23,0.1068914944922783,26.55977517217439,3.5597751721743904,23,1.1547728335727996,S1
260,48,8.389056082549406,61.72238941588274,13.722389415882738,48,1.2858831128308903,S1
261,35,50.27640063763996,71.27640063763995,36.27640063763995,50.27640063763996,1.4176909988317286,S3
262,25,24.81793947870704,35.15127281204037,10.151272812040368,25,1.4060509124816147,S3
263,99,0.4950531503943312,106.17161351627234,7.171613516272345,99,1.0724405405684074,S1
264,33,81.70442811381324,124.03776144714655,91.03776144714655,81.70442811381324,1.5181277723939701,S3
265,18,39.95111702889258,60.95111702889257,42.95111702889257,39.95111702889258,1.5256423740245566,S3
266,5,39.39786406047205,60.397864060472045,55.397864060472045,39.39786406047205,1.5330238199656445,S3
267,38,30.424456022433844,40.75778935576717,2.757789355767173,38,1.0725734040991362,S3
268,29,8.44827114461606,30.718395522050606,1.7183955220506064,29,1.059255018001745,S2
269,67,85.32474990974414,127.65808324307746,60.658083243077456,85.32474990974414,1.4961436555994971,S3
270,19,65.75436733126728,108.08770066460059,89.08770066460059,65.75436733126728,1.6438102144616502,S3
271,91,78.40411058000527,120.73744391333858,29.73744391333858,91,1.3267850979487756,S3
272,76,38.951647106044994,91.45164710604499,15.451647106044987,76,1.2033111461321708,S2
273,41,72.06772713715515,114.40106047048846,73.40106047048846,72.06772713715515,1.5874104126076705,S3
274,63,14.9463149042253,64.22035176244137,1.2203517624413678,63,1.0193706628958947,S2
275,92,61.870716991439046,104.20405032477237,12.204050324772368,92,1.1326527209214388,S3
276,18,4.378806669158585,22.287859997508082,4.287859997508082,18,1.2382144443060046,S1
277,91,89.19423558785111,131.5275689211844,40.52756892118441,91,1.4453579002327956,S3
278,80,42.9244702561588,95.4244702561588,15.424470256158799,80,1.192805878201985,S2
279,89,81.2218915712394,123.55522490457271,34.55522490457271,89,1.388260953983963,S3
280,17,90.98876530211962,133.32209863545293,116.32209863545293,90.98876530211962,1.4652589052370308,S3
281,96,50.437105125546076,102.93710512554607,6.9371051255460685,96,1.0722615117244383,S2
282,2,82.64091215019802,124.97424548353133,122.97424548353133,82.64091215019802,1.5122563659074022,S3
283,74,79.79671872618029,122.1300520595136,48.1300520595136,79.79671872618029,1.5305147129996497,S3
284,91,68.28953695005006,110.62287028338338,19.622870283383378,91,1.2156359371800372,S3
285,88,64.28897994007224,106.62231327340555,18.622313273405553,88,1.2116171962886995,S3
286,10,3.1160526289508494,10.217280704382484,0.2172807043824836,10,1.0217280704382483,S1
287,17,63.71198770456572,84.71198770456571,67.71198770456571,63.71198770456572,1.3296083006761237,S3
288,13,37.66182648824245,58.66182648824244,45.66182648824244,37.66182648824245,1.5575937748679272,S3
289,57,55.85272464959347,76.85272464959345,19.852724649593455,57,1.3482934149051484,S3
290,80,1.8840675251383,104.78259914152838,24.78259914152838,80,1.3097824892691048,S1
291,68,68.06641760808205,110.39975094141536,42.39975094141536,68.06641760808205,1.6219415509287323,S3
292,62,26.37928948053294,78.87928948053293,16.879289480532933,62,1.2722466045247247,S2
293,58,79.76975520708525,122.10308854041857,64.10308854041857,79.76975520708525,1.5306940358966177,S3
294,95,93.25046502275097,135.5837983560843,40.58379835608429,95,1.4271978774324663,S3
295,68,9.194192781522482,97.47247388514418,29.472473885144183,68,1.4334187336050614,S1
296,67,6.605035622215194,100.06163104445147,33.061631044451474,67,1.4934571797679324,S1
297,94,47.385842541004365,99.88584254100437,5.885842541004365,94,1.0626153461808976,S2
298,9,84.61336289760337,126.94669623093668,117.94669623093668,84.61336289760337,1.5003149843431218,S3
299,30,72.93350380393967,115.26683713727299,85.26683713727299,72.93350380393967,1.5804374001711758,S3
300,26,23.073612704745372,33.4069460380787,7.406946038078701,26,1.284882539926104,S3
301,83,97.57350941027705,139.90684274361035,56.906842743610355,97.57350941027705,1.433860927921841,S3
302,63,84.55312504065073,126.88645837398404,63.88645837398404,84.55312504065073,1.500671421818894,S3
303,9,47.9010164070626,68.90101640706258,59.901016407062585,47.9010164070626,1.4384040585181344,S3
304,87,28.731916671224013,130.43474999544264,43.434749995442644,87,1.4992499999476165,S2
305,5,61.69740157782498,82.69740157782496,77.69740157782496,61.69740157782498,1.3403708983353315,S3
306,82,19.829012511277057,86.83765415538961,4.837654155389615,82,1.0589957823828002,S1
307,76,14.742507287690742,91.92415937897593,15.92415937897593,76,1.2095284128812622,S1
308,32,65.15343617142531,107.48676950475863,75.48676950475863,65.15343617142531,1.6497482837582045,S3
